Invoice #,Vendor Name,Invoice Amount,Transaction Date,Entry Date,Posting Timestamp,Description,Department
INV-10338,Sterling Cooper Ads,11022.78,"September 16, 2023",21/09/2023,2023-09-16 08:11:00,Purchase order for Sterling Cooper Ads,null
INV-11172,Stark Materials Co.,"$32,782.20",2023-03-31T00:00:00,2023-04-05,2023-03-31 18:24:00,Purchase order for Stark Materials Co.,Operations
INV-11054,Bluth Company,42784.92,2023-02-03,2023-02-07,2023-02-03 16:21:00,Purchase order for Bluth Company,None
INV-10497,Initech Consulting, 26706.51 ,"September 22, 2024",2024-09-25T00:00:00,2024-09-22 14:48:00,Purchase order for Initech Consulting,IT
INV-10964,Pied Piper Compression,12999.55,2024-09-13,14-Sep-2024,2024-09-13 12:36:00,Purchase order for Pied Piper Compression,Finance
INV-11286,Bluth Company,23344.91,09/27/2024,2024-09-27,2024-09-27 23:06:00,After-hours entry test,IT
INV-11217,Soylent Foods Ltd., 4396.68 ,2024-02-24,2024-02-26,2024-02-24 12:31:00,Purchase order for Soylent Foods Ltd.,
INV-11090,  Tyrell Corporation  ,14630.22,25-May-2024,2024-05-26T00:00:00,2024-05-25 16:07:00,Purchase order for Tyrell Corporation,
INV-11230,Pied Piper Compression, 10176.26 ,2023-11-26,26-Nov-2023,2023-11-26 18:10:00,Purchase order for Pied Piper Compression,Procurement
INV-11218,Ünïcode Vendörs Ltd.,"15,385.73",11/14/2023,2023-11-19,2023-11-14 07:49:00,Purchase order for Ünïcode Vendörs Ltd.,Finance
INV-10854,Massive Dynamic,"16,283.83",08/21/2023,2023-08-21T00:00:00,2023-08-21 11:30:00,Purchase order for Massive Dynamic,
INV-10103,  Sterling Cooper Ads  ,14213.64,09-Apr-2023,2023-04-14T00:00:00,2023-04-09 15:21:00,  Purchase order for Sterling Cooper Ads  ,
INV-11192,Aperture Science,44660.17,2024-02-01,06/02/2024,2024-02-01 18:38:00,Purchase order for Aperture Science,Operations
INV-11391,  Hooli Cloud Services  ,31247.49,"December 07, 2024",11/12/2024,2024-12-07 07:38:00,  Purchase order for Hooli Cloud Services  ,Facilities
INV-10815,Wayne Enterprises,36675.06,09-Nov-2024,2024-11-10T00:00:00,2024-11-09 12:33:00,Purchase order for Wayne Enterprises,--
INV-10518,北京贸易公司,"$23,512.26",06/24/2024,"June 24, 2024",2024-06-24 17:31:00,Purchase order for 北京贸易公司,NaN
INV-10381,Prestige Worldwide,"$24,022.58",2024-04-09,"April 13, 2024",2024-04-09 11:56:00,Purchase order for Prestige Worldwide,
INV-10594,Weyland-Yutani Corp,2264621.08,18/02/2023,18/02/2023,2023-02-18 09:00:00,Vendor concentration test,Procurement
INV-10993,Cyberdyne Systems,"22,086.30",22-Aug-2024,2024-08-25,2024-08-22 15:03:00,Purchase order for Cyberdyne Systems,
INV-11223,  Wayne Enterprises  ,"20,762.95",05/27/2024,31-May-2024,2024-05-27 16:42:00,Purchase order for Wayne Enterprises,null
INV-10730,Aperture Science,"$13,606.12",07/10/2024,2024-10-07T00:00:00,2024-10-07 12:35:00,Purchase order for Aperture Science,Facilities
INV-10980,🚀 Rocket Supplies Inc.,"33,514.54","October 18, 2024",2024-10-23,2024-10-18 07:17:00,Purchase order for 🚀 Rocket Supplies Inc.,Procurement
INV-11009,Soylent Foods Ltd.,5757.05,18-Mar-2023,"March 21, 2023",2023-03-18 16:01:00,Purchase order for Soylent Foods Ltd.,Facilities
INV-11091,Weyland-Yutani Corp,27435.79,"October 10, 2023",10/12/2023,2023-10-10 14:53:00,Purchase order for Weyland-Yutani Corp,N/A
INV-10915,Globex Industrial,"$43,480.44",2023-08-19,19-Aug-2023,2023-08-19 13:25:00,Purchase order for Globex Industrial,
INV-10253,Soylent Foods Ltd.,10229.77,"May 26, 2023",2023-05-29T00:00:00,2023-05-26 13:24:00,Purchase order for Soylent Foods Ltd.,IT
INV-11369,Northwind Traders,12868.05,05/03/2024,2024-05-06T00:00:00,2024-05-03 17:51:00,  Purchase order for Northwind Traders  ,-
INV-11244,Los Pollos Hermanos,34861.11,2024-01-17T00:00:00,20-Jan-2024,2024-01-17 12:54:00,Purchase order for Los Pollos Hermanos,Facilities
INV-11344,Cyberdyne Systems,"$2,537.13",2024-07-09T00:00:00,07/09/2024,2024-07-09 11:11:00,Purchase order for Cyberdyne Systems,Operations
INV-11006,Contoso Manufacturing,27113.27,"May 15, 2024",2024-05-16T00:00:00,2024-05-15 11:16:00,Purchase order for Contoso Manufacturing,Procurement
INV-11479,Oscorp Chemical,6900.82,11/03/2023,07/11/2023,2023-11-03 13:09:00,Purchase order for Oscorp Chemical,Procurement
INV-10209,Tyrell Corporation,23996.46,"August 22, 2024","August 22, 2024",2024-08-22 13:06:00,Purchase order for Tyrell Corporation,
INV-10736,Umbrella Logistics,2472.11,30/11/2024,2024-12-02T00:00:00,2024-11-30 12:16:00,Purchase order for Umbrella Logistics,Procurement
INV-10347,Cyberdyne Systems, 3790.76 ,08/10/2024,11/10/2024,2024-10-08 18:36:00,  Purchase order for Cyberdyne Systems  ,
INV-10160,  Genco Pura Olive Oil  ,"5,571.24",29/09/2023,30-Sep-2023,2023-09-29 11:52:00,Purchase order for Genco Pura Olive Oil,
INV-10108,Initech Consulting,"$36,452.92",24-Aug-2023,2023-08-27T00:00:00,2023-08-24 16:30:00,Purchase order for Initech Consulting,Procurement
INV-11464,Soylent Foods Ltd.,"14,165.07",2023-07-27T00:00:00,29-Jul-2023,2023-07-27 08:15:00,Purchase order for Soylent Foods Ltd.,Facilities
INV-10951,Dunder Mifflin Paper,"16,305.05",17/05/2023,"May 17, 2023",2023-05-17 09:03:00,Purchase order for Dunder Mifflin Paper,Facilities
INV-10289,Weyland-Yutani Corp,2140309.27,"November 12, 2023",2023-11-12T00:00:00,2023-11-12 09:00:00,Vendor concentration test,Procurement
INV-11040,Globex Industrial,"40,135.65",2024-05-20,24-May-2024,2024-05-20 11:47:00,Purchase order for Globex Industrial,IT
INV-11473,Los Pollos Hermanos,8723.52,26/12/2023,26/12/2023,2023-12-26 12:54:00,  Purchase order for Los Pollos Hermanos  ,Marketing
INV-10517,Hooli Cloud Services,27680.51,2023-01-16,2023-01-16,2023-01-16 11:23:00,Purchase order for Hooli Cloud Services,Operations
INV-10979,Bluth Company,39414.12,04/27/2024,"April 28, 2024",2024-04-27 13:29:00,Purchase order for Bluth Company,NaN
INV-10411,Prestige Worldwide,27711.19,2023-05-15,2023-05-16,2023-05-15 07:04:00,Purchase order for Prestige Worldwide,
INV-10398,Hooli Cloud Services,"27,883.55","September 08, 2024",09/09/2024,2024-09-08 08:46:00,Purchase order for Hooli Cloud Services,Procurement
